Date,High,Low,Open,Close,Volume,Adj Close
2015-07-27,434.1499938964844,419.8999938964844,423.04998779296875,426.45001220703125,2583515.0,341.16558837890625
2015-07-28,448.3500061035156,426.04998779296875,426.04998779296875,434.75,1508760.0,347.8056945800781
2015-07-29,448.54998779296875,437.1000061035156,439.0,443.0,2097171.0,354.40582275390625
2015-07-30,449.0,438.04998779296875,444.29998779296875,443.6000061035156,1753496.0,354.8857727050781
2015-07-31,464.0,443.70001220703125,443.70001220703125,447.6499938964844,1885259.0,358.1258544921875
2015-08-03,479.79998779296875,447.6499938964844,448.8999938964844,474.75,2894315.0,385.4023742675781
2015-08-04,496.70001220703125,472.79998779296875,478.79998779296875,480.70001220703125,2493858.0,390.2325744628906
2015-08-05,499.6499938964844,460.1499938964844,483.0,465.8999938964844,1384919.0,378.2179260253906
2015-08-06,465.79998779296875,450.1499938964844,461.0,452.3999938964844,1844075.0,367.25860595703125
2015-08-07,460.8999938964844,430.04998779296875,453.95001220703125,436.29998779296875,2354267.0,354.1886291503906
2015-08-10,454.70001220703125,437.0,438.20001220703125,443.6499938964844,2284248.0,360.1553955078125
2015-08-11,447.1499938964844,436.0,442.1000061035156,439.95001220703125,1600222.0,357.1517028808594
2015-08-12,444.3500061035156,435.1000061035156,442.45001220703125,439.0,837786.0,356.3804626464844
2015-08-13,440.95001220703125,430.45001220703125,437.0,432.25,929098.0,350.9007873535156
2015-08-14,430.0,402.0,430.0,410.1000061035156,2248575.0,332.9194641113281
2015-08-17,422.3500061035156,407.5,413.3999938964844,419.8500061035156,1046107.0,340.8345642089844
2015-08-18,422.0,413.0,422.0,415.8999938964844,1458538.0,337.62786865234375
2015-08-19,418.8999938964844,399.0,418.8999938964844,406.04998779296875,1049220.0,329.63165283203125
2015-08-20,415.0,388.04998779296875,406.04998779296875,403.1499938964844,3859556.0,327.2774353027344
2015-08-21,419.79998779296875,400.0,401.0,402.8500061035156,812612.0,327.03387451171875
2015-08-24,398.0,366.20001220703125,398.0,376.3500061035156,1667702.0,305.52117919921875
2015-08-25,427.25,377.20001220703125,377.20001220703125,402.70001220703125,2292969.0,326.912109375
2015-08-26,402.3999938964844,384.95001220703125,394.79998779296875,387.04998779296875,1665838.0,314.2074279785156
2015-08-27,403.45001220703125,388.45001220703125,392.0,391.6000061035156,1479740.0,317.9011535644531
